Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения
"Пазлы 'Забавные животные'. Пчелка";"";"OKS";"RUB";"194.00";"1";"";"";"";"В эту серию входят 10 деревянных пазлов с веселыми изображениями различных забавных животных: зайчика, слоника, льва, цыпленка, лошадки, медвежонка, мышонка, пчелки, кота и щенка. Каждый пазл состоит из 5 (иногда 6) крупных деталей, что очень удобно для самых маленьких детей. Благодаря таким пазлам Ваш ребенок сможет познакомиться с дикими и домашними зверушками, развить мелкую моторику и воображение. Цель: развитие мелкой моторики, внимания, речи, памяти, логического мышления, познавательных интересов. Материал: дерево (фанера) - природный экологически безопасный материал, приятный запах дерева и реальное соприкосновение с природой. Размер: 14,3х14,3х0,8 см. Возраст: от 3 лет (рекомендуем от 1 года).";"";"Пазлы 'Забавные животные'. Пчелка";"";"";"pazly-quotzabavnye-zhivotnyequot-pchelka-oks-753752496";"";"";"14 cm × 1 cm × 14 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/lem_008_0.jpg?itok=EbGN40uy"
"Пазлы 'Забавные животные'. Лев";"";"OKS";"RUB";"194.00";"1";"";"";"";"В эту серию входят 10 деревянных пазлов с веселыми изображениями различных забавных животных: зайчика, слоника, льва, цыпленка, лошадки, медвежонка, мышонка, пчелки, кота и щенка. Каждый пазл состоит из 5 (иногда 6) крупных деталей, что очень удобно для самых маленьких детей. Благодаря таким пазлам Ваш ребенок сможет познакомиться с дикими и домашними зверушками, развить мелкую моторику и воображение. Цель: развитие мелкой моторики, внимания, речи, памяти, логического мышления, познавательных интересов. Материал: дерево (фанера) - природный экологически безопасный материал, приятный запах дерева и реальное соприкосновение с природой. Размер: 14,3х14,3х0,8 см. Возраст: от 3 лет (рекомендуем от 1 года).";"";"Пазлы 'Забавные животные'. Лев";"";"";"pazly-quotzabavnye-zhivotnyequot-lev-oks-1076020707";"";"";"14 cm × 1 cm × 14 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/lem_006_0.jpg?itok=IaZj2PgX"
"Собери картинку Ёжик";"";"OKS";"RUB";"132.00";"1";"";"";"";"Игра представляет собой мозаику, которую требуется составить из множества фрагментов рисунка различной формы. Пазлы являются одной из самых доступных игр, развивающих логическое мышление, внимание, память, воображение. Такие чудо-картинки очень полезны для развития мышления и познавательных способностей человека. Игра в пазлы способствует развитию образного и логического мышления, произвольного внимания, восприятия, в частности, различению отдельных элементов по цвету, форме, размеру ; учит правильно воспринимать связь между частью и целым; развивает мелкую моторику руки. Игра состоит из рамки и 12-ти - 20-ти элементов, образующих изображение предмета.";"";"Собери картинку Ёжик";"";"";"soberi-kartinku-ёzhik-oks-250623390";"";"";"210 mm × 3 mm × 150 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/15_3.jpg?itok=_qIJ7oc7"
"Собери картинку Экскаватор";"";"OKS";"RUB";"132.00";"1";"";"";"";"Игра представляет собой мозаику, которую требуется составить из множества фрагментов рисунка различной формы. Пазлы являются одной из самых доступных игр, развивающих логическое мышление, внимание, память, воображение. Такие чудо-картинки очень полезны для развития мышления и познавательных способностей человека.Игра в пазлы способствует развитию образного и логического мышления, произвольного внимания, восприятия, в частности, различению отдельных элементов по цвету, форме, размеру ; учит правильно воспринимать связь между частью и целым; развивает мелкую моторику руки. Игра состоит из рамки и 12-ти - 20-ти элементов, образующих изображение предмета.";"";"Собери картинку Экскаватор";"";"";"soberi-kartinku-ekskavator-oks-575071892";"";"";"210 mm × 3 mm × 150 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/Untitled-6_0.jpg?itok=WrQaVTyt"
"Собери картинку Кит";"";"OKS";"RUB";"132.00";"1";"";"";"";"Игра представляет собой мозаику, которую требуется составить из множества фрагментов рисунка различной формы. Пазлы являются одной из самых доступных игр, развивающих логическое мышление, внимание, память, воображение. Такие чудо-картинки очень полезны для развития мышления и познавательных способностей человека.Игра в пазлы способствует развитию образного и логического мышления, произвольного внимания, восприятия, в частности, различению отдельных элементов по цвету, форме, размеру ; учит правильно воспринимать связь между частью и целым; развивает мелкую моторику руки. Игра состоит из рамки и 12-ти - 20-ти элементов, образующих изображение предмета.";"";"Собери картинку Кит";"";"";"soberi-kartinku-kit-oks-1929789641";"";"";"210 mm × 3 mm × 150 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/10_10.jpg?itok=3iK4rPs-"
"Собери картинку Черепаха";"";"OKS";"RUB";"132.00";"1";"";"";"";"Игра представляет собой мозаику, которую требуется составить из множества фрагментов рисунка различной формы. Пазлы являются одной из самых доступных игр, развивающих логическое мышление, внимание, память, воображение. Такие чудо-картинки очень полезны для развития мышления и познавательных способностей человека.Игра в пазлы способствует развитию образного и логического мышления, произвольного внимания, восприятия, в частности, различению отдельных элементов по цвету, форме, размеру ; учит правильно воспринимать связь между частью и целым; развивает мелкую моторику руки. Игра состоит из рамки и 12-ти - 20-ти элементов, образующих изображение предмета.";"";"Собери картинку Черепаха";"";"";"soberi-kartinku-cherepakha-oks-1853424313";"";"";"210 mm × 3 mm × 150 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/17_2.jpg?itok=DEMj1LkT"
"Собери картинку Бетономешалка";"";"OKS";"RUB";"132.00";"1";"";"";"";"Игра представляет собой мозаику, которую требуется составить из множества фрагментов рисунка различной формы. Пазлы являются одной из самых доступных игр, развивающих логическое мышление, внимание, память, воображение. Такие чудо-картинки очень полезны для развития мышления и познавательных способностей человека.Игра в пазлы способствует развитию образного и логического мышления, произвольного внимания, восприятия, в частности, различению отдельных элементов по цвету, форме, размеру ; учит правильно воспринимать связь между частью и целым; развивает мелкую моторику руки. Игра состоит из рамки и 12-ти - 20-ти элементов, образующих изображение предмета.";"";"Собери картинку Бетономешалка";"";"";"soberi-kartinku-betonomeshalka-oks-1041768189";"";"";"210 mm × 3 mm × 150 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/Untitled-1_0.jpg?itok=RM9hor3U"
"Собери картинку Автомобиль";"";"OKS";"RUB";"132.00";"1";"";"";"";"Игра представляет собой мозаику, которую требуется составить из множества фрагментов рисунка различной формы. Пазлы являются одной из самых доступных игр, развивающих логическое мышление, внимание, память, воображение. Такие чудо-картинки очень полезны для развития мышления и познавательных способностей человека. Игра в пазлы способствует развитию образного и логического мышления, произвольного внимания, восприятия, в частности, различению отдельных элементов по цвету, форме, размеру ; учит правильно воспринимать связь между частью и целым; развивает мелкую моторику руки. Игра состоит из рамки и 12-ти - 20-ти элементов, образующих изображение предмета.";"";"Собери картинку Автомобиль";"";"";"soberi-kartinku-avtomobil-oks-432848486";"";"";"210 mm × 3 mm × 150 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/Untitled-54_0.jpg?itok=hZ4jKYq_"
"Разрезные картинки Мой дом";"";"OKS";"RUB";"165.00";"1";"";"";"";"Игра 'Мой дом' предназначена для детей от 3-х лет, состоит из 4-х картинок, разрезанных на 4 части.  Можно использовать, в качестве игры собери квадраты, если картинки перевернуть обратной стороной. ";"";"Разрезные картинки Мой дом";"";"";"razreznye-kartinki-moy-dom-oks-1194066244";"";"";"200 mm × 3 mm × 200 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/2_11.jpg?itok=QZfZenFc"
"Разрезные картинки Живой мир";"";"OKS";"RUB";"165.00";"1";"";"";"";"Игра 'Живой мир' предназначен для детей от 2-х лет. Состоит из 4-х картинок с изображениями животных, разрезанных на 2 и 3 части. Игра учит ребенка таким понятиям, как 'анализ' и 'синтез'.";"";"Разрезные картинки Живой мир";"";"";"razreznye-kartinki-zhivoy-mir-oks-1491015776";"";"";"200 mm × 3 mm × 200 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/4_10.jpg?itok=UoZUK1Le"
"!!Домино";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Домино 'Геометрические фигуры'";"";"OKS";"RUB";"207.00";"1";"";"";"";"28 домино с изображениями основных геометрических фигур (круг, ромб, пятигранник, звезда, квадрат, треугольник, прямоугольник). В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения. детали, шт. вес, кг размер упаковки, мм 28 шт. 0,3 220/72/45";"";"Домино 'Геометрические фигуры'";"";"";"domino-quotgeometricheskie-figuryquot-oks-931243543";"";"";"220 mm × 72 mm × 45 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/domino_geometr._bolsh.jpg?itok=F5ETmNbO"
"Домино 'Транспорт'";"";"OKS";"RUB";"207.00";"1";"";"";"";"28 домино с изображениями видов транспорта (паравоз, яхта, трактор, автомобиль, автобус, вертолет, самолет) В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения.";"";"Домино 'Транспорт'";"";"";"domino-quottransportquot-oks-1615254294";"";"";"220 mm × 72 mm × 45 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/domino_geometr._bolsh_0.jpg?itok=SmQih6XO"
"Домино 'Животные'";"";"OKS";"RUB";"207.00";"1";"";"";"";"28 домино со стилизованными рисунками животных (лягушонок, цыпленок, уточка, котенок, зайчик, собачка, поросенок). В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения. детали, шт. вес, кг размер упаковки, мм 28 шт. 0,3 220/72/45";"";"Домино 'Животные'";"";"";"domino-quotzhivotnyequot-oks-493593030";"";"";"220 mm × 72 mm × 45 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/domino_zhivotnye_bol3.jpg?itok=sTluyzLF"
"Домино 'Точки'";"";"OKS";"RUB";"207.00";"1";"";"";"";"28 классических домино (цветные точки). В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения. детали, шт. вес, кг размер упаковки, мм 28 шт. 0,3 220/72/45";"";"Домино 'Точки'";"";"";"domino-quottochkiquot-oks-2005065708";"";"";"220 mm × 72 mm × 45 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/domino_tochki_bol.jpg?itok=QoPCDkrE"
"Домино 'Фрукты, ягоды'";"";"OKS";"RUB";"207.00";"1";"";"";"";"28 домино с изображениями фруктов (вишня, бананы, арбуз, абрикос, лимон, яблоко, груша). В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения. детали, шт. вес, кг размер упаковки, мм 28 шт. 0,3 220/72/45";"";"Домино 'Фрукты, ягоды'";"";"";"domino-quotfrukty-yagodyquot-oks-647040706";"";"";"220 mm × 72 mm × 45 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/domino_frukty_bol.jpg?itok=UPAQubP9"
"Домино 'Игрушки'";"";"OKS";"RUB";"207.00";"1";"";"";"";"28 домино с изображениями детских игрушек (ведерко, юла, кукла, качели, велосипед, плюшевый мишка, мячик) В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Используемые материалы разрешены для изготовления детских игрушек и имеют гигиенические заключения. детали, шт. вес, кг размер упаковки, мм 28 шт. 0,3 220/72/45";"";"Домино 'Игрушки'";"";"";"domino-quotigrushkiquot-oks-1997501992";"";"";"220 mm × 72 mm × 45 mm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/domino_igrushki_bol.jpg?itok=whTGAosh"
"Домино чувств";"";"OKS";"RUB";"630.00";"1";"";"";"";"Игровой набор состоит из 20-ти деревянных карточек-домино, упакованных в картонную коробку и методических рекомендаций по использованию игрового материала. На каждой карточке по две картинки, на левой стороне изображен мальчик, показывающий на один из органов чувств (глаза - зрение, уши - слух, обоняние - нос, рот - вкус) и объект или предмет, который можно увидеть, услышать, понюхать или попробовать на вкус. Игра направлена на осознание значения органов чувств, развитие связной речи, воображения, мышления и внимания. Формирует умения следовать игровым правилам, обучает игровому общению, партнерству; расширяет и обогащает лексический запас малыша.";"";"Домино чувств";"";"";"domino-chuvstv-oks-100714073";"";"";"22 cm × 5 cm × 16 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/20_1.gif?itok=UhaHobBy"
"Домино противоположностей";"";"OKS";"RUB";"576.00";"1";"";"";"";"Игровой набор состоит из 20-ти деревянных карточек-домино, упакованных в картонную коробку и методических рекомендаций по использованию игрового материала. На каждой карточке изображены явления или ситуации противоположные по значению, которые можно описать используя антонимы, например: день - ночь, верх - низ и т.д. Игровой материал обращает внимание ребенка на противоположные признаки объектов и явлений, учит рассуждать логически, выделять признаки предметов и явлений, формирует умения следовать игровым правилам, обучает игровому общению, партнерству, расширяет и обогащает лексический запас малыша.";"";"Домино противоположностей";"";"";"domino-protivopolozhnostey-oks-629005972";"";"";"22 cm × 5 cm × 16 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/16.jpg?itok=i8bbY9eK"
"Домино теней";"";"OKS";"RUB";"780.00";"1";"";"";"";"Игровой набор состоит из 28-ми деревянных карточек-домино, упакованных в деревянную коробку и методических рекомендаций по использованию игрового материала. На каждой карточке по две картинки: с одной стороны изображены знакомые детям предметы, а с другой - силуэты, тени предметов. Цвет теней - черный, а предметы изображены яркими красками. Игра развивает восприятие формы,
 произвольное внимание, память, навыки анализа, соотнесения изображений, умения узнавать в контуре предметы; формирует умения следовать игровым правилам, обучает игровому общению, партнерству; расширяет и обогащает лексический запас малыша.";"";"Домино теней";"";"";"domino-teney-oks-780285324";"";"";"30 cm × 5 cm × 11 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/18_0.jpg?itok=7WQwAtiY"
"!!Игры по сказкам";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Пальчиковый театр в домике 'Курочка Ряба'";"";"OKS";"RUB";"342.00";"1";"";"";"";"Пальчиковый театр - это замечательная развивающая игра для детей. Играя, ребенок знакомится с волшебным миром сказок, из которых берет представление о добре и зле, храбрости и трусости, хитрости. В домик убрано 5 фигурок: дед, баба, курочка, мышь и яйцо. Наперстки небольшие, взрослому подойдут максимум на мезинец, а вот малышам в самый раз. Наперстки прячутся в настоящей избушке- укладке, это и расширяет возможности для разигрывания сказок и наперстки не теряются. Ребенок может играть с наперстками как с обычными игрушками и разыгрывать сказки.";"";"Пальчиковый театр в домике 'Курочка Ряба'";"";"";"palchikovyy-teatr-v-domike-quotkurochka-ryabaquot-oks-1789294627";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/Kurochka_rjba.JPG?itok=dSQn_Ohi"
"Матрешка 'Три медведя'";"";"OKS";"RUB";"454.00";"1";"";"";"";"Матрешка 'Три медведя' состоит из 4-х предметов: Трех медведей (большого, среднегго и маленького) и Машеньки. Игра позволяет познакомить ребенка с размером, порядковым и количественным счетом, использовать для театрализованной деятельности. Возраст: от 1,5 лет Материал: дерево";"";"Матрешка 'Три медведя'";"";"";"matreshka-quottri-medvedyaquot-oks-1353119440";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/15.JPG?itok=_1DcGROU"
"Матрешка 'Теремок'";"";"OKS";"RUB";"793.00";"1";"";"";"";"Матрешка 'Теремок' состоит из 7 персонажей (Теремка, медведя, волка, лисы, лягушки, зайца и мышки).Развивает координацию движений, помогает освоить такие понятия, как размер, объем и количество предметов (как зрительно, так и тактильно). Также используется в ролевой игре и в театральной деятельности.";"";"Матрешка 'Теремок'";"";"";"matreshka-quotteremokquot-oks-1108434413";"";"";"0 cm × 8 cm × 18 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/13_1.jpg?itok=tOjabeRN"
"Пальчиковый театр на доске 'Колобок' Р-45/913 (РНИ)";"";"OKS";"RUB";"263.00";"1";"";"";"";"В составе игры семь фигурок, выполненных в одном стиле. Все куколки надеваются на палец. Отличная тренировка для развития мелкой моторики и мускулатуры кисти. Все детали деревянные. Натуральные материалы, которые применяет в производстве игрушек компания производитель, не вызывают аллергии у малышей и не вредят здоровью. Наоборот, натуральная древесина поможет насытить организм позитивной энергетикой природы. Разыгрывая театральные представления, ребёнок развивает фантазию и память, речь и актёрское мастерство. Несмотря на рекомендуемый возраст от 3-х лет, пальчиковый театр можно начать использовать гораздо раньше. Самые маленькие дети могут с удовольствием посмотреть сказку, которую разыграют для них родители. Если играть в игру 'Прятки' с персонажами сказки, то идет развитие наблюдательности. В ходе игры происходит развитие следующих навыков и умений: 1. Освоение порядкового и количественного счета; 2. Знакомство с понятиями обобщения и последовательности; 3. Знакомство с основами сюжетной игры; 4. Развитие пространственного восприятия; 5. Знакомство с понятиями 'справа – слева', 'рядом', 'спереди – сзади' и так далее; 6. Развитие речи и тонкой моторики. Самым первым и необходимым этапом игры является знакомство со сказкой 'Репка', её неоднократное прочтение. Затем малыша следует познакомить с героями сказки, дать возможность каждого подержать в руках, хорошенько рассмотреть, обсудить чем они друг от друга отличаются. Второй этап – рассказывание сказки с участием ее героев. Сначала взрослый сам показывает сказку ребенку, потом можно поделить персонажей и сыграть спектакль вдвоем. Фигурками можно управлять и просто играя, или же придумывая собственные сюжеты. Таким образом идет развитие творческих способностей ребенка, умения нестандартно мыслить. В наборе: 7 деревянных фигурок, средний размер фигурок - 3х2 см, высотой 2.5-3.5 см, дырочка внизу для детского пальчика, подставка.";"";"Пальчиковый театр на доске 'Колобок' Р-45/913 (РНИ)";"";"";"palchikovyy-teatr-na-doske-quotkolobokquot-r-45913-rni-oks-585974978";"";"";"95 г";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/6-1_0.png?itok=HvHg0tG5"
"Матрешка 'Петушок'";"";"OKS";"RUB";"229.00";"1";"";"";"";"Детская развивающая игра матрешка «Петушок» состоит из 4-х матрешек: петушок, курочка, яйцо и цыпленок Развивает и закрепляет восприятие размера, объема и формы предмета. Поможет ввести в процессе игры такие понятия, как количество и счет. Может использоваться в ролевых играх.";"";"Матрешка 'Петушок'";"";"";"matreshka-quotpetushokquot-oks-242847140";"";"";"0 cm × 5 cm × 9 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/8_6.jpg?itok=uiFvQP14"
"Пальчиковый театр на доске 'Репка' Р-45/912 (РНИ)";"";"OKS";"RUB";"263.00";"1";"";"";"";"В составе игры семь фигурок, выполненных в одном стиле. Все куколки надеваются на палец. Отличная тренировка для развития мелкой моторики и мускулатуры кисти. Все детали деревянные. Натуральные материалы, которые применяет в производстве игрушек компания производитель, не вызывают аллергии у малышей и не вредят здоровью. Наоборот, натуральная древесина поможет насытить организм позитивной энергетикой природы. Разыгрывая театральные представления, ребёнок развивает фантазию и память, речь и актёрское мастерство. Несмотря на рекомендуемый возраст от 3-х лет, пальчиковый театр можно начать использовать гораздо раньше. Самые маленькие дети могут с удовольствием посмотреть сказку, которую разыграют для них родители. Если играть в игру 'Прятки' с персонажами сказки, то идет развитие наблюдательности. В ходе игры происходит развитие следующих навыков и умений: 1. Освоение порядкового и количественного счета; 2. Знакомство с понятиями обобщения и последовательности; 3. Знакомство с основами сюжетной игры; 4. Развитие пространственного восприятия; 5. Знакомство с понятиями 'справа – слева', 'рядом', 'спереди – сзади' и так далее; 6. Развитие речи и тонкой моторики. Самым первым и необходимым этапом игры является знакомство со сказкой 'Репка', её неоднократное прочтение. Затем малыша следует познакомить с героями сказки, дать возможность каждого подержать в руках, хорошенько рассмотреть, обсудить чем они друг от друга отличаются. Второй этап – рассказывание сказки с участием ее героев. Сначала взрослый сам показывает сказку ребенку, потом можно поделить персонажей и сыграть спектакль вдвоем. Фигурками можно управлять и просто играя, или же придумывая собственные сюжеты. Таким образом идет развитие творческих способностей ребенка, умения нестандартно мыслить. В наборе: 7 деревянных фигурок, средний размер фигурок - 3х2 см, высотой 2.5-3.5 см, дырочка внизу для детского пальчика, подставка.";"";"Пальчиковый театр на доске 'Репка' Р-45/912 (РНИ)";"";"";"palchikovyy-teatr-na-doske-quotrepkaquot-r-45912-rni-oks-331542351";"";"";"95 г";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/5-2_0.png?itok=CxEW_VhJ"
"Матрешка 'Курочка Ряба'";"";"OKS";"RUB";"500.00";"1";"";"";"";"Матрешка 'Курочка ряба' состоит из 5 элементов: Дед, бабка, курочка, яйцо и мышка. ";"";"Матрешка 'Курочка Ряба'";"";"";"matreshka-quotkurochka-ryabaquot-oks-851038885";"";"";"0 cm × 6 cm × 13 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/30.JPG%D1%8B_0.JPG?itok=Y9ax7X4R"
"Конструктор по сказке 'Волк и семеро козлят'";"";"OKS";"RUB";"450.00";"1";"";"";"";"Конструктор 'Волк и семеро козлят' - представляет собой набор деревянных фигурок, позволяющих инсценировать сказку «Волк и семеро козлят». Всего 28 деталей. В комплект также входит цветной вкладыш с текстом сказки и картинками к ней. Фигурки могут быть использованы и для других сюжетных игр. Игра помогает стимулировать активную речь ребенка, способствует развитию фантазии. В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво.";"";"Конструктор по сказке 'Волк и семеро козлят'";"";"";"konstruktor-po-skazke-quotvolk-i-semero-kozlyatquot-oks-878394358";"";"";"25 cm × 4 cm × 22 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/49_1.jpg?itok=E7DmAZXK"
"Матрешка 'Колобок'";"";"OKS";"RUB";"680.00";"1";"";"";"";"Детская развивающая игра Матрешка «Колобок» состоит из 7-ти предметов в виде персонажей из одноименной сказки. Развивает моторику руки, координацию движений руки, зрительное восприятие формы, используется в ролевых играх и в театральной деятельности.";"";"Матрешка 'Колобок'";"";"";"matreshka-quotkolobokquot-oks-1021204479";"";"";"0 cm × 9 cm × 17 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/4_6.jpg?itok=Oqm1xKSZ"
"Конструктор по сказке 'Заюшкина избушка'";"";"OKS";"RUB";"450.00";"1";"";"";"";"Конструктор 'Зайкина избушка' - представляет собой набор деревянных фигурок, позволяющих инсценировать сказку 'Зайкина избушка'. Всего 23 детали. В комплект также входит цветной вкладыш с текстом сказки и картинками к ней. Фигурки могут быть использованы и для других сюжетных игр. Игра помогает стимулировать активную речь ребенка, способствует развитию фантазии. В изготовлении применена древесина хвойных пород. Изображение нанесено методом шелкографии и очень износоустойчиво. Упаковка: картонная коробка.";"";"Конструктор по сказке 'Заюшкина избушка'";"";"";"konstruktor-po-skazke-quotzayushkina-izbushkaquot-oks-26800468";"";"";"24 cm × 24 cm × 2 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/9318b48a36f4_0.jpg?itok=EmLyNy5M"
"Матрешка «Маша и медведь»";"";"OKS";"RUB";"454.00";"1";"";"";"";"Матрешка - уникальная развивающая игрушка. Она сочетает в себе бочоночки-вкладыши, пособие для изучения размера (понятий большой, средний, маленький, больше, меньше), картинку, которую нужно собрать из двух частей. А наши матрешки – это еще и герои русской народной сказки «Маша и медведь». Рассказывая малышу сказку и играя с матрешкой, Вы тренируете его речь, моторику и логику. Расскажите малышу сказку, показывая матрешек: «Жили-были Дед (показываем матрешку деда) и Баба (открываем Деда, достаем Бабу). И была у них внучка Машенька (открываем Бабу, достаем внучку). Пошла она как-то в лес за грибами, за ягодами. Ходила, ходила и заблудилась. И т. д. Когда будете рассказывать сказку в следующий раз, делайте паузу перед названиями матрешек. Возможно, ребенок сам их назовет. Возьмите самую большую и самую маленькую из матрешек. Покажите малышу. Спросите где большая матрешка, а где маленькая. Затем добавьте среднюю. Усложните задание: постройте всех матрешек в ряд. Спросите, кто самый большой. Пусть ребенок скажет «Медведь», а если он еще не говорит, то покажет нужную матрешку. Так же спросите кто самый маленький. Где средняя матрешка. Затем можно перейти к изучению понятий больше и меньше. Спросите кто больше Дед или Баба. Объясните: «Дед больше Бабы, а Баба меньше Деда». Постройте всех матрешек в ряд. Пройдите по ряду в обе стороны, приговаривая: большая матрешка, меньше, меньше, еще меньше, маленькая; маленькая матрешка, больше, больше, больше, большая. Попросите малыша повторить. Научите ребенка собирать матрешку. Сначала держите ему нужную нижнюю половинку, а он пусть вкладывает матрешку и закрывает верхней половиной. Когда это будет легко получаться - пусть попробует сам. Ребенок обязательно будет экспериментировать. Пытаться сунуть большие матрешки в маленькие, а маленькие в слишком большие. Не мешайте ему, ведь эти эксперименты дают ему представления о свойствах предметов. Можно, конечно, пошутить: «ему будет здесь тесновато» или «слишком просторно». Когда ребенок легко будет собирать матрешек, укажите ему на то, что надо совмещать детали картинки, чтобы матрешка «стала целой». Научите его поворачивать верхнюю половинку относительно нижней, совмещая узор. Можно сделать это в игровой форме, например, сказать, что Дед заболел и надо его «вылечить» сделав целым.  Игры с матрешкой очень понравятся Вашему ребенку, и он в легкой игровой форме приобретет много знаний и навыков.";"";"Матрешка «Маша и медведь»";"";"";"matreshka-masha-i-medved-oks-1961771329";"";"";"";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/1234558023_3.jpg?itok=SsVZyA3z"
"Пальчиковый театр в колобке 'Колобок'";"";"OKS";"RUB";"409.00";"1";"";"";"";"Пальчиковый театр 'Колобок' состоит из 7 предметов в виде 'наперстков' на пальчики. Каждый 'наперсток' представляет собой героя сказки 'Колобок': колобка, деда, бабку, зайца, волка, медведя и лисы. Пальчиковые театры очень хороши для развития мелкой моторики руки, а так же для сюжетно-ролевых игр.";"";"Пальчиковый театр в колобке 'Колобок'";"";"";"palchikovyy-teatr-v-kolobke-quotkolobokquot-oks-1406219249";"";"";"10 cm × 10 cm × 0 cm";"";"";"Дерево";"http://oksva-tm.ru/sites/default/files/styles/large/public/kkolobok_0.jpg?itok=OBgA7ggv"
