Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;Изображения
"Ложка цельная";"";"т1-лж-03";"RUB";"396Р";"1";"";"";"";"";"";"Ложка цельная";"";"";"lozhka-tselnaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-celnaja-t1-460x460.jpg"
"Ложка цельная";"";"к1-лж-03";"RUB";"522Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим.
Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном. Обычно в игре одного исполнителя используются три ложки. Две из них закладываются между пальцами левой руки, третья берется в правую. Первые две служат как бы двойной «наковальней», по которой бьют третьей ложкой. Причем бьют скользящим ударом с одной чашечки на другую, тут же еще раз прихлопывая ими при помощи пальцев левой руки. Получается все время многозвучный ажурный ритмический рисунок. Иногда, при игре сидя, в ногах зажимают два-три, а то и четыре половника, по которым также периодически ударяют ложкой или проводят ею глиссандо.
Освоение игры на ложках требует некоторого труда и терпения. Разучивать тот или иной, особенно сложный, ритмический рисунок следует вначале медленно, добиваясь автоматизма в движениях. Описанная выше хватка является основной, но не единственной. Мастера-виртуозы очень ловко и разнообразно чередуют удары правой руки о левую, левой о колено или плечо в сочетании с ударами по половникам. Ложечник В. С. Морозов, артист оркестра хора им. Пятницкого, за свою неподражаемую игру на ложках и других народных инструментах был удостоен почетного звания заслуженного артиста РСФСР. Мастерство даже в таком, казалось бы, шуточном деле всегда высоко ценится нашим народом.";"";"Ложка цельная";"";"";"lozhka-tselnaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-tcelnaya-1k-6-460x460.jpg"
"Ложка с бубенцом";"";"т1-лж-02";"RUB";"312Р";"1";"";"";"";"";"";"Ложка с бубенцом";"";"";"lozhka-s-bubentsom";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-derevyannaya-s-bubencom-t1-460x460.jpg"
"Ложка с бубенцом";"";"к1-лж-02";"RUB";"412Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим.
Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном. Обычно в игре одного исполнителя используются три ложки. Две из них закладываются между пальцами левой руки, третья берется в правую. Первые две служат как бы двойной «наковальней», по которой бьют третьей ложкой. Причем бьют скользящим ударом с одной чашечки на другую, тут же еще раз прихлопывая ими при помощи пальцев левой руки. Получается все время многозвучный ажурный ритмический рисунок. Иногда, при игре сидя, в ногах зажимают два-три, а то и четыре половника, по которым также периодически ударяют ложкой или проводят ею глиссандо.
Освоение игры на ложках требует некоторого труда и терпения. Разучивать тот или иной, особенно сложный, ритмический рисунок следует вначале медленно, добиваясь автоматизма в движениях. Описанная выше хватка является основной, но не единственной. Мастера-виртуозы очень ловко и разнообразно чередуют удары правой руки о левую, левой о колено или плечо в сочетании с ударами по половникам. Ложечник В. С. Морозов, артист оркестра хора им. Пятницкого, за свою неподражаемую игру на ложках и других народных инструментах был удостоен почетного звания заслуженного артиста РСФСР. Мастерство даже в таком, казалось бы, шуточном деле всегда высоко ценится нашим народом.";"";"Ложка с бубенцом";"";"";"lozhka-s-bubentsom";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-s-bubentcom-1k-460x460.jpg"
"Ложка с бубенцом";"";"т2-лж-02";"RUB";"206Р";"1";"";"";"";"";"";"Ложка с бубенцом";"";"";"lozhka-s-bubentsom";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-derevyannaya-s-bubencom-t2-460x460.jpg"
"Ложка с бубенцом";"";"к2-лж-02";"RUB";"230Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим. Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.
Обычно в игре одного исполнителя используются три ложки. Две из них закладываются между пальцами левой руки, третья берется в правую. Первые две служат как бы двойной «наковальней», по которой бьют третьей ложкой. Причем бьют скользящим ударом с одной чашечки на другую, тут же еще раз прихлопывая ими при помощи пальцев левой руки. Получается все время многозвучный ажурный ритмический рисунок. Иногда, при игре сидя, в ногах зажимают два-три, а то и четыре половника, по которым также периодически ударяют ложкой или проводят ею глиссандо.
Освоение игры на ложках требует некоторого труда и терпения. Разучивать тот или иной, особенно сложный, ритмический рисунок следует вначале медленно, добиваясь автоматизма в движениях. Описанная выше хватка является основной, но не единственной. Мастера-виртуозы очень ловко и разнообразно чередуют удары правой руки о левую, левой о колено или плечо в сочетании с ударами по половникам. Ложечник В. С. Морозов, артист оркестра хора им. Пятницкого, за свою неподражаемую игру на ложках и других народных инструментах был удостоен почетного звания заслуженного артиста РСФСР. Мастерство даже в таком, казалось бы, шуточном деле всегда высоко ценится нашим народом.";"";"Ложка с бубенцом";"";"";"lozhka-s-bubentsom";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-s-bubentcom-2k-460x460.jpg"
"Ложка малая";"";"су-лж-01";"RUB";"107Р";"1";"";"";"";"Ложка сувенирная
Ложка деревянная размером с чайную ложку 14 см х 3,5 см";"";"Ложка малая";"";"";"lozhka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-suvenir-460x460.jpg"
"Ложка малая";"";"кп-лж-01";"RUB";"69Р";"1";"";"";"";"Ложка деревянная размером с чайную ложку 14 см х 3,5 см";"";"Ложка малая";"";"";"lozhka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-karapuz-460x460.jpg"
"Ложка кленовая, дубовая";"";"бр-лж-10";"RUB";"262Р";"1";"";"";"";"";"";"Ложка кленовая, дубовая";"";"";"lozhka-klenovaya-dubovaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-klenovaya-br-460x460.jpg"
"Ложка длинная с бубенцами";"";"т2-лж-09";"RUB";"239Р";"1";"";"";"";"";"";"Ложка длинная с бубенцами";"";"";"lozhka-dlinnaya-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-dlinnaya-s-bubencami-t2-460x460.jpg"
"Ложка длинная с бубенцами";"";"к2-лж-09";"RUB";"288Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим. Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.
Обычно в игре одного исполнителя используются три ложки. Две из них закладываются между пальцами левой руки, третья берется в правую. Первые две служат как бы двойной «наковальней», по которой бьют третьей ложкой. Причем бьют скользящим ударом с одной чашечки на другую, тут же еще раз прихлопывая ими при помощи пальцев левой руки. Получается все время многозвучный ажурный ритмический рисунок. Иногда, при игре сидя, в ногах зажимают два-три, а то и четыре половника, по которым также периодически ударяют ложкой или проводят ею глиссандо.
Освоение игры на ложках требует некоторого труда и терпения. Разучивать тот или иной, особенно сложный, ритмический рисунок следует вначале медленно, добиваясь автоматизма в движениях. Описанная выше хватка является основной, но не единственной. Мастера-виртуозы очень ловко и разнообразно чередуют удары правой руки о левую, левой о колено или плечо в сочетании с ударами по половникам. Ложечник В. С. Морозов, артист оркестра хора им. Пятницкого, за свою неподражаемую игру на ложках и других народных инструментах был удостоен почетного звания заслуженного артиста РСФСР. Мастерство даже в таком, казалось бы, шуточном деле всегда высоко ценится нашим народом.";"";"Ложка длинная с бубенцами";"";"";"lozhka-dlinnaya-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/lozhka-dlinnaya-s-bubentcami-2k_2-460x460.jpg"
"Ложка длинная";"";"т2-лж-08";"RUB";"207Р";"1";"";"";"";"";"";"Ложка длинная";"";"";"lozhka-dlinnaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-dlinnaya-t2-460x460.jpg"
"Ложка длинная";"";"к2-лж-08";"RUB";"249Р";"1";"";"";"";"";"";"Ложка длинная";"";"";"lozhka-dlinnaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/lozhka-dlinnaya-2k-460x460.jpg"
"Ложка большая музыкальная";"";"эк-лб-01";"RUB";"10556Р";"1";"";"";"";"Где моя БОЛЬШАЯ ложка?
Поиграть хочу немножко.
Удивить народ потехой.
Закатиться звонким смехом!";"";"Ложка большая музыкальная";"";"";"lozhka-bolshaya-muzykalnaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/full_lozhka-bolshaya-muzikalnaya-1-460x460.jpg"
"Ложка берёзовая";"";"бр-лж-01";"RUB";"136Р";"1";"";"";"";"Ложка берёзовая без росписи";"";"Ложка берёзовая";"";"";"lozhka-berёzovaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-berezovaya-br-460x460.jpg"
"Ложка";"";"т1-лж-01";"RUB";"276Р";"1";"";"";"";"";"";"Ложка";"";"";"lozhka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-derevyannaya-t1-460x460.jpg"
"Ложка";"";"к1-лж-01";"RUB";"363Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим. Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.
Обычно в игре одного исполнителя используются три ложки. Две из них закладываются между пальцами левой руки, третья берется в правую. Первые две служат как бы двойной «наковальней», по которой бьют третьей ложкой. Причем бьют скользящим ударом с одной чашечки на другую, тут же еще раз прихлопывая ими при помощи пальцев левой руки. Получается все время многозвучный ажурный ритмический рисунок. Иногда, при игре сидя, в ногах зажимают два-три, а то и четыре половника, по которым также периодически ударяют ложкой или проводят ею глиссандо.
Освоение игры на ложках требует некоторого труда и терпения. Разучивать тот или иной, особенно сложный, ритмический рисунок следует вначале медленно, добиваясь автоматизма в движениях. Описанная выше хватка является основной, но не единственной. Мастера-виртуозы очень ловко и разнообразно чередуют удары правой руки о левую, левой о колено или плечо в сочетании с ударами по половникам. Ложечник В. С. Морозов, артист оркестра хора им. Пятницкого, за свою неподражаемую игру на ложках и других народных инструментах был удостоен почетного звания заслуженного артиста РСФСР. Мастерство даже в таком, казалось бы, шуточном деле всегда высоко ценится нашим народом.";"";"Ложка";"";"";"lozhka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-1k-460x460.jpg"
"Ложка";"";"т2-лж-01";"RUB";"183Р";"1";"";"";"";"";"";"Ложка";"";"";"lozhka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-derevyannaya-t2-460x460.jpg"
"Ложка";"";"к2-лж-01";"RUB";"203Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт.
Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим.
Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.
Обычно в игре одного исполнителя используются три ложки. Две из них закладываются между пальцами левой руки, третья берется в правую. Первые две служат как бы двойной «наковальней», по которой бьют третьей ложкой. Причем бьют скользящим ударом с одной чашечки на другую, тут же еще раз прихлопывая ими при помощи пальцев левой руки. Получается все время многозвучный ажурный ритмический рисунок. Иногда, при игре сидя, в ногах зажимают два-три, а то и четыре половника, по которым также периодически ударяют ложкой или проводят ею глиссандо.
Освоение игры на ложках требует некоторого труда и терпения. Разучивать тот или иной, особенно сложный, ритмический рисунок следует вначале медленно, добиваясь автоматизма в движениях. Описанная выше хватка является основной, но не единственной. Мастера-виртуозы очень ловко и разнообразно чередуют удары правой руки о левую, левой о колено или плечо в сочетании с ударами по половникам. Ложечник В. С. Морозов, артист оркестра хора им. Пятницкого, за свою неподражаемую игру на ложках и других народных инструментах был удостоен почетного звания заслуженного артиста РСФСР. Мастерство даже в таком, казалось бы, шуточном деле всегда высоко ценится нашим народом.";"";"Ложка";"";"";"lozhka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhka-2k-1-460x460.jpg"
"Ксилофон диатонический (8 пластин) с росписью";"";"к1-кс-08";"RUB";"2339Р";"1";"";"";"";"Мал –да удал! Все включено. Дело за Вами, господин музыкант.
Возраст музыкантов 4-6 лет.
Ксилофон имеет точно настроенный звукоряд в тональности ля мажор. В комплект поставки входит музыкальный сборник «Песенки для детского ксилофона», где представлены знакомые и любимые мелодии. В нашем случае ноты знать не обязательно, т.к. здесь используется нотно-цифровая запись, которая не вызовет затруднений у ребенка. Исключительным преимуществом музыкальной игрушки является аудио записи музыкального сопровождения всех песенок, представленных в музыкальном сборнике. Причем каждая пьеса записана в двух темпах: медленном и среднем, что позволит юному музыканту легко исполнять песенки с интересным музыкальным сопровождением. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии. Ксилофон может быть выполнен с художественной росписью или без росписи. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 4 лет и старше.";"";"Ксилофон диатонический (8 пластин) с росписью";"";"";"ksilofon-diatonicheskiy-8-plastin-s-rospisyu";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-8-plastin-s-rospisyu_3-460x460.jpg"
"Ксилофон диатонический (8 пластин)";"";"к1-кс-07";"RUB";"1764Р";"1";"";"";"";"Ксилофон имеет точно настроенный звукоряд в тональности ля мажор. В комплект поставки входит музыкальный сборник «Песенки-раскраски», где представлены знакомые и любимые мелодии. В нашем случае ноты знать не обязательно, т.к. здесь используется нотно-цифровая запись, которая не вызовет затруднений у ребенка. Исключительным преимуществом музыкальной игрушки является наличие СD-диска с записью музыкального сопровождения всех песенок, представленных в музыкальном сборнике. Причем каждая пьеса записана в двух темпах: медленном и среднем, что позволит юному музыканту легко исполнять песенки с интересным музыкальным сопровождением. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии. Ксилофон может быть выполнен с художественной росписью или без росписи. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 5 лет и старше.";"";"Ксилофон диатонический (8 пластин)";"";"";"ksilofon-diatonicheskiy-8-plastin";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-8-plastin_3-460x460.jpg"
"Ксилофон диатонический (15 пластин) с росписью";"";"к1-кс-06";"RUB";"3156Р";"1";"";"";"";"Ксилофон имеет точно настроенный звукоряд в тональности ля мажор. В комплект поставки входит музыкальный сборник «Песенки-раскраски», где представлены знакомые и любимые мелодии. В нашем случае ноты знать не обязательно, т.к. здесь используется нотно-цифровая запись, которая не вызовет затруднений у ребенка. Исключительным преимуществом музыкальной игрушки является наличие СD-диска с записью музыкального сопровождения всех песенок, представленных в музыкальном сборнике. Причем каждая пьеса записана в двух темпах: медленном и среднем, что позволит юному музыканту легко исполнять песенки с интересным музыкальным сопровождением. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии. Ксилофон может быть выполнен с художественной росписью или без росписи. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 5 лет и старше.";"";"Ксилофон диатонический (15 пластин) с росписью";"";"";"ksilofon-diatonicheskiy-15-plastin-s-rospisyu";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-15-plastin-s-rospisyu_3-460x460.jpg"
"Ксилофон диатонический (15 пластин)";"";"к1-кс-04";"RUB";"2447Р";"1";"";"";"";"Ксилофон имеет точно настроенный звукоряд в тональности ля мажор. В комплект поставки входит музыкальный сборник «Песенки-раскраски», где представлены знакомые и любимые мелодии. В нашем случае ноты знать не обязательно, т.к. здесь используется нотно-цифровая запись, которая не вызовет затруднений у ребенка. Исключительным преимуществом музыкальной игрушки является наличие СD-диска с записью музыкального сопровождения всех песенок, представленных в музыкальном сборнике. Причем каждая пьеса записана в двух темпах: медленном и среднем, что позволит юному музыканту легко исполнять песенки с интересным музыкальным сопровождением. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии. Ксилофон может быть выполнен с художественной росписью или без росписи. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 5 лет и старше.";"";"Ксилофон диатонический (15 пластин)";"";"";"ksilofon-diatonicheskiy-15-plastin";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-15-plastin_3-460x460.jpg"
"Ксилофон диатонический (15 пластин, с резонатором)";"";"к1-кс-02";"RUB";"6156Р";"1";"";"";"";"Мал золотник – да дорог! Небольшой кленовый ксилофон с большим резонатором. Серьезный инструмент.
Возраст музыкантов неограничен.
Ксилофон имеет точно настроенный звукоряд в тональности до мажор. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 5 лет и старше.";"";"Ксилофон диатонический (15 пластин, с резонатором)";"";"";"ksilofon-diatonicheskiy-15-plastin-s-rezonatorom";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-15-plastin-s-rezonatorom_2-460x460.jpg"
"Ксилофон диатонический (12 пластин) с росписью";"";"к1-кс-05";"RUB";"2647Р";"1";"";"";"";"Ксилофон имеет точно настроенный звукоряд в тональности ля мажор. В комплект поставки входит музыкальный сборник «Песенки-раскраски», где представлены знакомые и любимые мелодии. В нашем случае ноты знать не обязательно, т.к. здесь используется нотно-цифровая запись, которая не вызовет затруднений у ребенка.
Исключительным преимуществом музыкальной игрушки является наличие СD-диска с записью музыкального сопровождения всех песенок, представленных в музыкальном сборнике. Причем каждая пьеса записана в двух темпах: медленном и среднем, что позволит юному музыканту легко исполнять песенки с интересным музыкальным сопровождением. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии.
Ксилофон может быть выполнен с художественной росписью или без росписи. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 5 лет и старше.";"";"Ксилофон диатонический (12 пластин) с росписью";"";"";"ksilofon-diatonicheskiy-12-plastin-s-rospisyu";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-12-plastin-s-rospisyu_3-460x460.jpg"
"Ксилофон диатонический (12 пластин)";"";"к1-кс-03";"RUB";"2139Р";"1";"";"";"";"Ксилофон имеет точно настроенный звукоряд в тональности ля мажор. В комплект поставки входит музыкальный сборник «Песенки-раскраски», где представлены знакомые и любимые мелодии. В нашем случае ноты знать не обязательно, т.к. здесь используется нотно-цифровая запись, которая не вызовет затруднений у ребенка.
Исключительным преимуществом музыкальной игрушки является наличие СD-диска с записью музыкального сопровождения всех песенок, представленных в музыкальном сборнике. Причем каждая пьеса записана в двух темпах: медленном и среднем, что позволит юному музыканту легко исполнять песенки с интересным музыкальным сопровождением. Деревянные пластины крепятся очень надежно, что позволит сохранить музыкальную игрушку долгое время в рабочем состоянии.
Ксилофон может быть выполнен с художественной росписью или без росписи. Детский ксилофон – интересный и полезный подарок, развивающий музыкальный слух, мелкую моторику, координацию рук и многое другое. Для детей от 5 лет и старше.";"";"Ксилофон диатонический (12 пластин)";"";"";"ksilofon-diatonicheskiy-12-plastin";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/ksilofon-12-plastin_3-460x460.jpg"
"Коса музыкальная";"";"эк-ко-01";"RUB";"6252Р";"1";"";"";"";"Мы настолько привыкли к газонокосилкам, что напрочь забыли о родной стальной косе. Может быть незаменимый бытовой инструмент на сцене напомнит нам о былой славе труженицы-косы. Никакой бензо и электроинструмент не сравнится с хорошо отлаженной косой в руках крепкого косаря. Да собственно, что это я разошелся? Наша коса музыкальная — Супер! Исполнит любой ритм и даже полиритмию. Дерзайте.";"";"Коса музыкальная";"";"";"kosa-muzykalnaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/kosa-muzykalnaya-460x460.jpg"
"Коробочка-малышка";"";"т2-кр-06";"RUB";"400Р";"1";"";"";"";"";"";"Коробочка-малышка";"";"";"korobochka-malyshka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/korobochka-malyshka-t2-460x460.jpg"
"Коробочка-малышка";"";"к2-кр-06";"RUB";"552Р";"1";"";"";"";"Деревянная коробочка — очень скромный, но важный инструмент русского народного оркестра. Это небольшой, продолговатый, тщательно обструганный и даже отшлифованный со всех сторон деревянный, как правило, кленовый брусок с небольшой полостью под верхней частью корпуса, которая служит резонатором. Звук извлекают барабанными или ксилофонными палочками. Коробочкой подчеркивают отдельные ритмические точки, имитируют стук каблучков в танцах. Совершенно незаменима коробочка в передаче цоканья копыт, в особенности в сочетании с ложками или кастаньетами.";"";"Коробочка-малышка";"";"";"korobochka-malyshka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/korobochka-malyshka-k2-460x460.jpg"
